municipio;codEstacao;uf;nomeEstacao;latitude;longitude;datahora;valorMedida
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-02 10:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-02 11:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-02 12:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-02 13:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-02 14:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-02 15:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-02 16:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-02 17:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-02 18:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-02 19:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-02 20:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-02 21:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-02 22:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-02 23:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-03 00:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-03 01:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-03 01:40:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-03 02:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-03 02:20:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-03 03:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-03 04:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-03 05:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-03 06:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-03 07:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-03 08:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-03 09:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-03 10:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-03 11:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-03 12:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-03 13:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-03 14:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-03 15:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-03 16:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-03 17:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-03 18:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-03 19:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-03 20:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-03 21:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-03 22:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-03 23:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 00:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 01:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 02:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 03:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 04:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 05:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 06:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 07:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 08:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 09:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 10:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 11:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 12:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 13:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 14:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 15:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 16:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 17:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 18:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 18:50:00.0;1,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 19:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 20:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 21:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 21:50:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 22:10:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 23:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 23:20:00.0;4,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 23:30:00.0;5,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-04 23:50:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 00:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 00:40:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 00:50:00.0;4,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 01:00:00.0;5,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 01:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 01:20:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 02:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 03:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 04:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 05:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 06:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 07:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 08:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 09:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 10:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 11:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 12:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 13:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 14:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 15:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 16:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 17:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 18:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 19:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 20:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 21:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 22:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 22:50:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 23:00:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 23:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-05 23:40:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 00:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 01:00:00.0;0,40;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 01:10:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 01:20:00.0;0,60;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 01:30:00.0;0,60;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 01:50:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 02:00:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 02:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 02:20:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 02:30:00.0;0,40;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 02:40:00.0;0,80;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 02:50:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 03:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 03:40:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 04:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 05:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 06:00:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 06:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 06:40:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 07:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 08:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 09:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 10:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 10:50:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 11:00:00.0;0,60;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 11:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 11:20:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 12:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 13:00:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 13:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 13:20:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 14:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 15:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 16:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 17:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 18:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 19:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 20:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 21:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 22:00:00.0;0,80;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 22:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 22:30:00.0;0,40;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-06 23:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-07 00:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-07 00:30:00.0;0,40;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-07 00:40:00.0;5,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-07 00:50:00.0;1,60;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-07 01:00:00.0;0,40;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-07 01:10:00.0;0,40;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-07 01:20:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-07 01:30:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-07 02:00:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-07 02:10:00.0;0,60;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-07 02:20:00.0;0,80;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-07 02:30:00.0;1,00;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-07 02:40:00.0;0,40;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-07 02:50:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990499H;SP;Parque Tecnológico SJC (TESTES HIDRO VAISALA);-45,793503;-23,158054;2021-03-07 03:10:00.0;0,00;
